id,name,analyst,current_url,final_url,status_code,verdict,why,rss_feeds,ical_feeds,jsonld_events,sec_cik,suggested_action
52284,Saturn Oil & Gas,Martina Pino,https://saturnoil.com/event-details/,https://saturnoil.com/event-details/,403,http-4xx,status 403,1,0,0,,use-rss
62288,Saudi Electricity Company,Danny Bin Khairul Nizam,https://www.se.com.sa/en/Investors/Column1/Announcements/Financial-Calendar,https://www.se.com.sa/en/Investors/Column1/Announcements/Financial-Calendar,0,fetch-error,"TimeoutError: Page.goto: Timeout 20000ms exceeded.
Call log:
navigating to ""https://www.se.com",0,0,0,,replace-url
62289,Saudi National Bank,Preveena Nantha Kumar,https://www.alahli.com/en/pages/about-us/investor-relations/financial-calendar,https://www.alahli.com/en/pages/about-us/investor-relations/financial-calendar,200,calendar-page,calendar/results keywords present,0,0,0,,keep-current
62290,Saudi Real Estate Refinance Company,Preveena Nantha Kumar,https://srco.com.sa/en/corporate/financial-results,https://srco.com.sa/en/corporate/financial-results,502,non-ir-page,no IR/calendar signals,0,0,0,,replace-url
1545,Scan Global Logistics,Zoë Miller,https://www.scangl.com/investor/company-announcements/,https://www.scangl.com/investor/company-announcements/,200,calendar-page,calendar/results keywords present,0,0,0,,keep-current
874,Schaeffler,Peter Megarity,https://www.schaeffler.com/en/investor-relations/events-publications/financial-calendar/,https://www.schaeffler.com/en/investor-relations/events-publications/financial-calendar/,403,ir-page-no-calendar,IR content but no calendar keywords,0,0,0,,find-calendar-subpage
62327,Schneider Electric,Daire Vint,https://www.se.com/ww/en/about-us/investor-relations/financial-calendar-and-events/,https://www.se.com/ww/en/about-us/investor-relations/financial-calendar-and-events/,200,calendar-page,calendar/results keywords present,0,0,0,,keep-current
56431,Scotiabank,Agustin Maza,https://www.scotiabank.com/ca/en/about/investors-shareholders/financial-result.html,https://www.scotiabank.com/ca/en/about/investors-shareholders/financial-result.html,200,calendar-page,calendar/results keywords present,0,0,0,,keep-current
2234,ScottsMiracle-Gro,Maria Luisa Torres,https://scottsmiraclegro.gcs-web.com/events-and-presentations/upcoming-events,https://scottsmiraclegro.gcs-web.com/events-and-presentations/upcoming-events,403,thin-body,only 260 chars of visible text,0,0,0,,js-render-required
1668,Seagate Technology,Anais Ruz,https://investors.seagate.com/overview/default.aspx,https://investors.seagate.com/overview/default.aspx,200,ir-page-no-calendar,IR content but no calendar keywords,0,0,0,0001137789,use-sec
2235,Select Medical,Vicente Sánchez,https://www.selectmedical.com/investor-relations/,https://www.selectmedical.com/investor-relations/,404,ir-page-no-calendar,IR content but no calendar keywords,0,0,0,,find-calendar-subpage
878,Selecta,Ross Murray,https://www.selecta.com/int/en,https://www.selecta.com/int/en,200,ir-page-no-calendar,IR content but no calendar keywords,0,0,0,,find-calendar-subpage
1665,Service Corporation International,Mati Ossandon,https://www.sci-corp.com/,https://www.sci-corp.com/,403,http-4xx,status 403,0,0,0,0000089089,use-sec
2482,Service Properties Trust,Vicente Sánchez,https://www.svcreit.com/investors/events-and-presentations/default.aspx,https://www.svcreit.com/investors/events-and-presentations/default.aspx,200,calendar-page,calendar/results keywords present,0,0,0,0000945394,use-sec
62433,Shandong Hi-Speed Group,Kavithaasree Singaveloo,https://www.sdhg.com.hk/en/,https://www.sdhg.com.hk/en/,200,non-ir-page,no IR/calendar signals,2,0,0,,use-rss
62452,Shanghai Pudong Development Bank,Kartigeiswary Deva Kumar,https://eng.spdb.com.cn/investor_relations/annual_report/,https://eng.spdb.com.cn/investor_relations/annual_report/,0,fetch-error,Error: Page.goto: net::ERR_EMPTY_RESPONSE at https://eng.spdb.com.cn/investor_relations,0,0,0,,replace-url
2650,Shift4 Payments,Martina Pino,https://investors.shift4.com/news-events/ir-calendar,https://investors.shift4.com/news-events/ir-calendar,200,calendar-page,calendar/results keywords present,1,0,0,0001794669,use-sec
62493,Shinhan Financial Group,Muhammad Danish Noramri,https://shinhangroup.com/en/ir/calender,https://shinhangroup.com/en/ir/calender,200,ir-page-no-calendar,IR content but no calendar keywords,0,0,0,0001263043,use-sec
62539,Siemens,Peter Megarity,https://www.siemens.com/global/en/company/investor-relations/financial-results.html,https://www.siemens.com/en-us/company/investor-relations/financial-results/,200,calendar-page,calendar/results keywords present,0,0,0,,keep-current
994,Silgan Holdings,Ignacio Zamorano,https://www.silganholdings.com/investor-information/events-and-presentations/events/default.aspx,https://www.silganholdings.com/investor-information/events-and-presentations/events/default.aspx,200,calendar-page,calendar/results keywords present,0,0,0,0000849869,use-sec
62561,Simpar,Ignacio Zamorano,https://ri.simpar.com.br/informacao-aos-investidores/calendario-de-eventos/,https://ri.simpar.com.br/informacao-aos-investidores/calendario-de-eventos/,200,non-ir-page,no IR/calendar signals,0,0,1,,use-jsonld
2247,Sinclair Broadcast Group,Agustin Maza,https://sbgi.net/investor-relations/events-and-presentations/,https://sbgi.net/investor-relations/events-and-presentations/,200,calendar-page,calendar/results keywords present,0,0,1,,use-jsonld
62565,Singapore Airlines,Kartigeiswary Deva Kumar,https://www.singaporeair.com/en_UK/gb/about-us/information-for-investors/financial-calendar/,https://www.singaporeair.com/en_UK/gb/about-us/information-for-investors/financial-calendar/,404,non-ir-page,no IR/calendar signals,0,0,0,,replace-url
885,Sisecam,Muhammad Armand,https://www.sisecam.com/tr/yatirimci-takvimi,https://www.sisecam.com/tr/yatirimci-takvimi,200,non-ir-page,no IR/calendar signals,0,0,0,,replace-url
2255,Six Flags,Martina Pino,https://investors.sixflags.com/investor-information/events-and-presentations/default.aspx,https://investors.sixflags.com/investor-information/events-and-presentations/default.aspx,200,calendar-page,calendar/results keywords present,0,0,0,,keep-current
62598,Sk Battery America,Jack Liew,https://www.skbatteryamerica.com/company/intro.html,https://www.skbatteryamerica.com/company/intro.html,200,non-ir-page,no IR/calendar signals,0,0,0,,replace-url
62603,Sk Hynix,Jack Liew,https://www.skhynix.com/ir/UI-FR-IR10,https://www.skhynix.com/ir/UI-FR-IR10/,200,ir-page-no-calendar,IR content but no calendar keywords,0,0,0,0002120882,use-sec
3196,Skillsoft,Agustin Maza,https://investor.skillsoft.com/news-events/ir-calendar,https://investor.skillsoft.com/news-events/ir-calendar,200,calendar-page,calendar/results keywords present,1,0,0,0001774675,use-sec
62621,Slovenska sporitelna,Jack Liew,https://www.slsp.sk/en/personal,https://www.slsp.sk/en/personal,200,ir-page-no-calendar,IR content but no calendar keywords,0,0,0,,find-calendar-subpage
65309,Smurfit Westrock,Ross Murray,https://investors.smurfitwestrock.com/financials/quarterly-results/default.aspx,https://investors.smurfitwestrock.com/financials/quarterly-results/default.aspx,200,ir-page-no-calendar,IR content but no calendar keywords,0,0,0,0002005951,use-sec
62646,Snam,Joss Smyth,https://www.snam.it/en/investor-relations/financial-calendar.html?pageNumber=1,https://www.snam.it/en/investor-relations/financial-calendar.html?pageNumber=1,200,calendar-page,calendar/results keywords present,0,0,0,,keep-current
62656,Sobha Realty,Kartigeiswary Deva Kumar,https://sobharealty.com/media-center/investor-relations,https://sobharealty.com/media-center/investor-relations,200,ir-page-no-calendar,IR content but no calendar keywords,0,0,0,,find-calendar-subpage
62666,Societe Generale,Jack Liew,https://investors.societegenerale.com/fr,https://investors.societegenerale.com/fr,200,ir-page-no-calendar,IR content but no calendar keywords,0,0,0,,find-calendar-subpage
825,Solocal,Michael Clark,https://www.solocal.com/investisseurs-et-actionnaires,https://www.solocal.com/investisseurs-et-actionnaires,200,non-ir-page,no IR/calendar signals,0,0,0,,replace-url
2049,Sotera Health,Ignacio Zamorano,https://investors.soterahealth.com/events-and-presentations,,0,fetch-error,timeout,0,0,0,0001822479,use-sec
62710,Southern California Edison,Ibrahim Dughman,https://www.sce.com/,https://www.sce.com/,200,non-ir-page,no IR/calendar signals,1,0,0,0000092103,use-sec
62712,Southern Company,Anais Ruz,https://investor.southerncompany.com/events-and-presentations/default.aspx,https://investor.southerncompany.com/events-and-presentations/default.aspx,200,ir-page-no-calendar,IR content but no calendar keywords,0,0,0,0000092122,use-sec
62713,Southern Copper,Rodrigo Maass,https://southerncoppercorp.com/eng/company-presentations/,https://southerncoppercorp.com/eng/company-presentations/,200,non-ir-page,no IR/calendar signals,2,0,0,0001001838,use-sec
2285,Southwestern Energy,Bastián Miranda Olivares,https://investors.expandenergy.com/events-presentations,https://investors.expandenergy.com/events-presentations,403,ir-page-no-calendar,IR content but no calendar keywords,0,0,0,,find-calendar-subpage
62738,SpaceX,Ignacio Zamorano,https://ir.spacex.com/investors/default.aspx,https://ir.spacex.com/investors/default.aspx,200,ir-page-no-calendar,IR content but no calendar keywords,0,0,0,,find-calendar-subpage
2665,Sparklight (Cable One),Vicente Sánchez,https://ir.cableone.net/news-events/event-calendar/default.aspx,https://ir.cableone.net/news-events/event-calendar/default.aspx,200,calendar-page,calendar/results keywords present,0,0,0,,keep-current
2607,Spirit AeroSystems,Martina Pino,https://www.spiritaero.com/,https://www.spiritaero.com/,200,non-ir-page,no IR/calendar signals,0,0,0,,replace-url
2591,Spirit Airlines,Tomas Pugin,https://ir.spirit.com/events-and-presentations/default.aspx,https://www.spiritrestructuring.com/events-and-presentations/default.aspx,404,thin-body,only 183 chars of visible text,0,0,0,,js-render-required
1191,Stada,Bryan McManus,https://www.stada.com/investor-relations/financial-publications/financial-reports,https://www.stada.com/investor-relations/financial-publications/financial-reports,404,ir-page-no-calendar,IR content but no calendar keywords,0,0,0,,find-calendar-subpage
62813,Standard Chartered,Muhammad Danish Noramri,https://www.sc.com/en/investors/events-and-presentations/,https://www.sc.com/en/investors/events-and-presentations/,200,calendar-page,calendar/results keywords present,0,0,0,,keep-current
4215,StandardAero,Anais Ruz,https://ir.standardaero.com/news-events/events,https://ir.standardaero.com/news-events/events,200,calendar-page,calendar/results keywords present,1,0,0,0002025410,use-sec
62833,State Bank Of India,Muhammad Armand,https://onlinesbi.sbi.bank.in/,https://onlinesbi.sbi.bank.in/,200,non-ir-page,no IR/calendar signals,0,0,0,,replace-url
62839,State Street,Gisela Pollanco,https://investors.statestreet.com/investor-news-events/events-presentations/default.aspx,https://investors.statestreet.com/investor-news-events/events-presentations/default.aspx,200,calendar-page,calendar/results keywords present,0,0,0,0000093751,use-sec
1827,Station Casinos,Rodrigo Maass,https://redrockresorts.investorroom.com/events#future:2025:1,https://redrockresorts.investorroom.com/events,200,calendar-page,calendar/results keywords present,1,0,0,,use-rss
894,Stena,Daire Vint,https://stena.com/news-finance/investor-relations/financial-calendar/,https://stena.com/news-finance/investor-relations/financial-calendar/,404,http-404,not found,1,0,0,,use-rss
2009,Stonegate Pubs (New),Zoë Miller,https://www.stonegategroup.co.uk/investors/,https://www.stonegategroup.co.uk/investors/,200,calendar-page,calendar/results keywords present,2,0,0,,use-rss
2922,Strategy,Oscar Carrasco,sin pagina disponible,,0,fetch-error,InvalidUrlClientError: sin%20pagina%20disponible,0,0,0,0001050446,use-sec
62878,Stryker,Martin Cofre,https://investors.stryker.com/events-and-presentations/default.aspx,https://investors.stryker.com/events-and-presentations/default.aspx,200,calendar-page,calendar/results keywords present,0,0,0,0000310764,use-sec
55734,Sumisho Air Lease,Matias Fauré,https://sumisho.aero/investors,https://sumisho.aero/investors,200,calendar-page,calendar/results keywords present,0,0,0,,keep-current
2404,Summit Midstream Partners,Rodrigo Maass,https://summitmidstreampartnerslp.gcs-web.com/events-presentations,https://summitmidstreampartnerslp.gcs-web.com/events-presentations,403,thin-body,only 251 chars of visible text,0,0,0,,js-render-required
2445,SunCoke Energy,Anais Ruz,https://www.suncoke.com/en/investors/events-and-presentations/events,https://www.suncoke.com/en/investors/events-and-presentations/events,200,calendar-page,calendar/results keywords present,0,0,0,0001514705,use-sec
2464,Sunoco,Rodrigo Maass,https://www.sunocolp.com/investors/news,https://www.sunocolp.com/investors/news,200,calendar-page,calendar/results keywords present,0,0,0,,keep-current
1351,Sunrise Medical,Bryan McManus,https://www.sunrisemedical.eu/,https://www.sunrisemedical.eu/,200,non-ir-page,no IR/calendar signals,0,0,0,,replace-url
2566,Surgery Partners,Vicente Sánchez,https://ir.surgerypartners.com/news-releases,,0,fetch-error,timeout,0,0,0,0001638833,use-sec
62945,Suzano Papel e Celulose,Tomas Pugin,https://ir.suzano.com.br/English/Investors-Information/IR-Agenda/default.aspx,https://ir.suzano.com.br/English/Investors-Information/IR-Agenda/default.aspx,200,calendar-page,calendar/results keywords present,0,0,0,,keep-current
62957,Svenska Handelsbanken,Muhammad Azrul Mokhtar,https://www.handelsbanken.com/en/investor-relations,https://www.handelsbanken.com/en/investor-relations,200,calendar-page,calendar/results keywords present,0,0,0,,keep-current
1707,Swedbank,Ummu Aiman binti Mohd Thani,https://www.swedbank.com/investor-relations/financial-calendar.html,https://www.swedbank.com/investor-relations/financial-calendar.html,200,calendar-page,calendar/results keywords present,0,0,0,,keep-current
62970,Swire Properties,Preveena Nantha Kumar,https://ir.swireproperties.com/en/ir/financial-calendar.php,https://ir.swireproperties.com/en/ir/financial-calendar.php,200,calendar-page,calendar/results keywords present,0,0,0,,keep-current
62975,Swisscom,Michael Clark,https://www.swisscom.ch/en/about/investors/news-financial-calendar.html#,https://www.swisscom.ch/en/about/investors/news-financial-calendar.html,200,calendar-page,calendar/results keywords present,0,0,0,0001069336,use-sec
2831,Synaptics,Maria Luisa Torres,https://investor.synaptics.com/news-releases,,0,fetch-error,timeout,0,0,0,0000817720,use-sec
771,Synlab,Daire Vint,https://www.synlab-notes.com/investor-website-of-synlab,https://www.synlab-notes.com/investor-website-of-synlab,403,ir-page-no-calendar,IR content but no calendar keywords,0,0,0,,find-calendar-subpage
62992,Synopsys,Ibrahim Dughman,https://investor.synopsys.com/financials/quarterly-results/default.aspx,https://investor.synopsys.com/financials/quarterly-results/default.aspx,200,ir-page-no-calendar,IR content but no calendar keywords,0,0,0,0000883241,use-sec
1247,Synthomer,Neil McShane,https://www.synthomer.com/investor-relations/financial-calendar/,https://www.synthomer.com/investor-relations/financial-calendar/,200,calendar-page,calendar/results keywords present,0,0,0,,keep-current
902,Synthos,Preveena Nantha Kumar,https://www.synthosgroup.com/login/?redirect_to=https%3A%2F%2Fwww.synthosgroup.com%2Fen%2Finvestor-relations%2Finvestor-calendar%2F,https://www.synthosgroup.com/login/?redirect_to=https://www.synthosgroup.com/en/investor-relations/investor-calendar/,403,http-4xx,status 403,1,0,0,,use-rss
1669,T-Mobile US,Gisela Pollanco,https://investor.t-mobile.com/events-and-presentations/events/default.aspx,https://investor.t-mobile.com/events-and-presentations/events/default.aspx,403,http-4xx,status 403,0,0,0,0001283699,use-sec
1557,TAP Air Portugal,Daire Vint,https://www.tapairportugal.com/en/about-us/investors/investor-announcements,https://www.tapairportugal.com/en/investors/announcements,200,calendar-page,calendar/results keywords present,0,0,0,,keep-current
914,THOM Europe,Joss Smyth,https://www.thomgroup.com/investors/,https://www.thomgroup.com/investors/,200,calendar-page,calendar/results keywords present,2,0,0,,use-rss
1870,TK Elevator,Michael Clark,https://investors.tkelevator.com/financial-calendar,https://investors.tkelevator.com/bekanntmachungen,200,ir-page-no-calendar,IR content but no calendar keywords,0,0,0,,find-calendar-subpage
2890,TUI Cruises,Joss Smyth,https://investor.tuicruises.com/portal,https://investor.tuicruises.com/portal,200,ir-page-no-calendar,IR content but no calendar keywords,0,0,0,,find-calendar-subpage
903,Takko,Daire Vint,https://company.takko.com/de-de/newsroom/pressemitteilungen.html?tx_news_pi1%5Bcontroller%5D=News&tx_news_pi1%5BcurrentPage%5D=1&cHash=e127b45cc8f1023e21ddcb05d361796a,https://company.takko.com/de-de/newsroom/pressemitteilungen.html?tx_news_pi1%5Bcontroller%5D=News&tx_news_pi1%5BcurrentPage%5D=1&cHash=e127b45cc8f1023e21ddcb05d361796a,200,ir-page-no-calendar,IR content but no calendar keywords,0,0,0,,find-calendar-subpage
991,TalkTalk,Christina Rankin,https://www.talktalkgroup.com/newsroom/bond-holders-private-page,https://www.talktalkgroup.com/investors,200,ir-page-no-calendar,IR content but no calendar keywords,0,0,0,,find-calendar-subpage
2752,Talos Energy,Rodrigo Maass,https://www.talosenergy.com/investor-relations/news/default.aspx,,0,fetch-error,timeout,0,0,0,0001724965,use-sec
2581,Targa Resources,Rodrigo Maass,https://www.targaresources.com/investors/events,,0,fetch-error,timeout,0,0,0,0001389170,use-sec
1798,Target Hospitality,Arturo Miquel,https://www.targethospitality.com/about-us/investor-relations/,,0,fetch-error,timeout,0,0,0,0001712189,use-sec
63061,Tatra banka,Preveena Nantha Kumar,https://www.tatrabanka.sk/en/about-bank/economic-results/,https://www.tatrabanka.sk/en/about-bank/economic-results/,200,calendar-page,calendar/results keywords present,0,0,0,,keep-current
906,TeamSystem,Zoë Miller,https://www.teamsystem.com/en/investors/,https://www.teamsystem.com/en/investors/,200,ir-page-no-calendar,IR content but no calendar keywords,0,0,0,,find-calendar-subpage
1687,TeamViewer,Joss Smyth,https://ir.teamviewer.com/financial-calendar,https://ir.teamviewer.com/financial-calendar,200,calendar-page,calendar/results keywords present,0,0,0,,keep-current
907,Techem,Ross Murray,https://www.techem.com/investor-relations/en/home/financial-calendar#accordion-22901947-item-a1f057fa41,https://www.techem.com/investor-relations/en?resource=%2Fcontent%2Ftechem%2Finvestor-relations%2Fen%2Fhome%2Ffinancial-calendar.html&$$login$$=%24%24login%24%24&j_reason=unknown&j_reason_code=unknown#accordion-22901947-item-a1f057fa41,200,ir-page-no-calendar,IR content but no calendar keywords,0,0,0,,find-calendar-subpage
63092,Tecpetrol,Mati Ossandon,https://www.tecpetrol.com/en/investors,https://www.tecpetrol.com/en/investors,200,ir-page-no-calendar,IR content but no calendar keywords,0,0,0,,find-calendar-subpage
1114,Teekay Corporation,Ibrahim Dughman,https://www.teekay.com/,,0,fetch-error,timeout,0,0,0,0000911971,use-sec
2587,Tegna,Rafael Alamo,https://investors.tegna.com/,https://investors.tegna.com/,403,ir-page-no-calendar,IR content but no calendar keywords,0,0,0,,find-calendar-subpage
1239,Tele Columbus,Ross Murray,https://www.telecolumbus.com/en/investor-relations/#financialcalender,https://www.telecolumbus.com/en/investor-relations/#financialcalender,200,calendar-page,calendar/results keywords present,0,0,0,,keep-current
63100,Telecom Argentina,Clemente Masferrer,https://inversores.telecom.com.ar/es/informacion-general.html,,0,fetch-error,timeout,0,0,0,0000932470,use-sec
908,Telecom Italia,Ross Murray,https://www.gruppotim.it/en/investors/reports-presentations/financial-calendar/financial-events.html,https://www.gruppotim.it/en/investors/reports-presentations/financial-calendar/financial-events.html,200,calendar-page,calendar/results keywords present,0,0,0,,keep-current
2637,Telefonica,Neil McShane,https://www.telefonica.com/es/accionistas-inversores/calendario/,,0,fetch-error,timeout,0,0,0,0000814052,use-sec
1808,TelevisaUnivision,Ibrahim Dughman,https://investors.televisaunivision.com/events-and-presentations/default.aspx,https://investors.televisaunivision.com/events-and-presentations/default.aspx,200,calendar-page,calendar/results keywords present,0,0,0,,keep-current
63125,Temasek,Mark Joseph,https://www.temasek.com.sg/en/news-and-resources/news-room,https://www.temasek.com.sg/en/news-and-resources/news-room,403,thin-body,only 243 chars of visible text,0,0,0,,js-render-required
2582,Tempur Sealy,Gisela Pollanco,https://www.tempursealy.com/,https://www.tempursealy.com/,200,non-ir-page,no IR/calendar signals,0,0,0,,replace-url
63135,Tencent,Muhammad Danish Noramri,https://www.tencent.com.cn/en-us/investors.html#investors-con-3,https://www.tencent.com.cn/en-us/investors.html#investors-con-3,0,fetch-error,Error: Page.goto: net::ERR_EMPTY_RESPONSE at https://www.tencent.com.cn/en-us/investors,0,0,0,,replace-url
2465,Tenet Healthcare,Bastián Miranda Olivares,https://investor.tenethealth.com/events-and-presentations/default.aspx,,0,fetch-error,timeout,0,0,0,0000070318,use-sec
910,Tereos,Michael Clark,https://tereos.com/en/group/finance/financial-information/,https://tereos.com/en/group/finance/financial-information/,200,non-ir-page,no IR/calendar signals,0,0,0,,replace-url
1225,Teva,Muhammad Armand,https://ir.tevapharm.com/Events-and-Presentations/events-and-presentations/default.aspx,https://ir.tevapharm.com/Events-and-Presentations/events-and-presentations/default.aspx,200,calendar-page,calendar/results keywords present,0,0,0,,keep-current
912,Thames Water (Kemble) Finance,Zoë Miller,https://www.thameswater.co.uk/about-us/investors,https://www.thameswater.co.uk/about-us/investors,200,ir-page-no-calendar,IR content but no calendar keywords,0,0,0,,find-calendar-subpage
3324,The Chefs' Warehouse,Agustin Maza,https://investors.chefswarehouse.com/events-and-presentations,,0,fetch-error,timeout,0,0,0,0001517175,use-sec
59327,The Hong Kong Mortgage,Muhammad Azib Bin Ahmad,https://www.hkmc.com.hk/eng/information_centre/annual_reports.html,https://www.hkmc.com.hk/eng/information_centre/annual_reports.html,200,ir-page-no-calendar,IR content but no calendar keywords,0,0,0,,find-calendar-subpage
2303,The Manitowoc Company,Martin Cofre,https://ir.manitowoc.com/events-and-presentations/events/default.aspx,,0,fetch-error,timeout,0,0,0,0000061986,use-sec
1200,The Very Group (Shop Direct),Peter Megarity,https://www.theverygroup.com/investors/financial-calendar/,https://www.theverygroup.com/investors/financial-calendar/,200,calendar-page,calendar/results keywords present,0,0,0,,keep-current
63192,Thermo Fisher,Vicente Sánchez,https://ir.thermofisher.com/investors/overview/default.aspx,https://ir.thermofisher.com/investors/overview/default.aspx,200,ir-page-no-calendar,IR content but no calendar keywords,0,0,0,,find-calendar-subpage
917,Titan Cement,Michael Clark,https://ir.titanmaterials.com/en,https://ir.titanmaterials.com/en,200,calendar-page,calendar/results keywords present,0,0,0,,keep-current
755,Together,Daire Vint,https://togethermoney.com/investors/financial-calendar,https://togethermoney.com/investors/financial-calendar,200,calendar-page,calendar/results keywords present,0,0,0,,keep-current
63278,Toronto-Dominion Bank,Martina Pino,https://www.td.com/ca/en/about-td/for-investors/investor-relations,,0,fetch-error,timeout,0,0,0,0000947263,use-sec
63281,Total Play Telecomunicaciones,Martina Pino,https://irtotalplay.mx/en/reportes-financieros,https://www.irtotalplay.mx/en/reportes-financieros,200,calendar-page,calendar/results keywords present,0,0,0,,keep-current
63283,Totalenergies,Daire Vint,https://totalenergies.com/news/calendar,https://totalenergies.com/news/calendar,200,ir-page-no-calendar,IR content but no calendar keywords,0,0,0,,find-calendar-subpage
2416,TransDigm Group,Anais Ruz,https://www.transdigm.com/investor-relations/event-calendar/,,0,fetch-error,timeout,1,0,0,0001260221,use-sec
1272,Transcom,Michael Clark,https://transcom.com/about-us/investor-relations/,https://transcom.com/about-us/investor-relations,200,calendar-page,calendar/results keywords present,0,0,0,,keep-current
63328,Transnet,Umairah Huda Binti Mohamad Asri,https://www.transnet.net/SENS,https://www.transnet.net/SENS,200,calendar-page,calendar/results keywords present,0,0,0,,keep-current
63342,Traton Se,Ross Murray,https://ir.traton.com/en/financial-dates-events,https://ir.traton.com/en/financial-dates-events,200,calendar-page,calendar/results keywords present,0,0,0,,keep-current
921,Travelodge,Bryan McManus,https://www.travelodge.co.uk/investors/home,https://www.travelodge.co.uk/investors/home,200,calendar-page,calendar/results keywords present,0,0,0,,keep-current
2456,TreeHouse Foods,Ibrahim Dughman,https://www.treehousefoods.com/investors/events-and-presentations/default.aspx,https://www.treehousefoods.com/investors/events-and-presentations/default.aspx,404,ir-page-no-calendar,IR content but no calendar keywords,0,0,0,,find-calendar-subpage
3255,Trident Energy,Rodrigo Maass,https://www.trident-energy.com/investors/login/?errors%5B%5D=Please+login+to+continue.,https://www.trident-energy.com/investors/login/?errors%5B%5D=Please+login+to+continue.,200,ir-page-no-calendar,IR content but no calendar keywords,1,0,0,,use-rss
1118,Trinseo,Martin Cofre,https://investor.trinseo.com/home/events-and-presentations/default.aspx,https://investor.trinseo.com/home/events-and-presentations/default.aspx,200,calendar-page,calendar/results keywords present,0,0,0,0001519061,use-sec
2439,Tronox,Clemente Masferrer,https://investor.tronox.com/events-and-presentations/events-calendar/default.aspx,https://investor.tronox.com/events-and-presentations/events-calendar/default.aspx,200,calendar-page,calendar/results keywords present,0,0,0,0001530804,use-sec
3134,True Potential,Joss Smyth,https://www.truepotential.co.uk/investor-relations/,https://www.truepotential.co.uk/investor-relations/,200,calendar-page,calendar/results keywords present,0,0,0,,keep-current
63377,Truist Financial,Gisela Pollanco,https://ir.truist.com/events-and-presentation?item=88,https://ir.truist.com/events-and-presentation?item=88,200,non-ir-page,no IR/calendar signals,0,0,0,0000092230,use-sec
63400,Tupy,Gisela Pollanco,https://ri.tupy.com.br/en/investor-information/events-calendar/,https://ri.tupy.com.br/en/investor-information/events-calendar/,200,calendar-page,calendar/results keywords present,0,0,1,,use-jsonld
63404,Turkcell,Kartigeiswary Deva Kumar,https://www.turkcell.com.tr/en-en/about-us/investor-relations,https://www.turkcell.com.tr/en-en/about-us/investor-relations,200,ir-page-no-calendar,IR content but no calendar keywords,1,0,0,,use-rss
2804,Turning Point Brands,Martin Cofre,https://www.turningpointbrands.com/investor-relations/events-and-presentations/default.aspx,https://www.turningpointbrands.com/investor-relations/events-and-presentations/default.aspx,200,calendar-page,calendar/results keywords present,0,0,0,0001290677,use-sec
2434,Tutor Perini,,https://investors.tutorperini.com/events-calendar/upcoming-events/default.aspx,https://investors.tutorperini.com/events-calendar/upcoming-events/default.aspx,200,calendar-page,calendar/results keywords present,0,0,0,0000077543,use-sec
63403,Türk Telekom,Kartigeiswary Deva Kumar,https://www.ttyatirimciiliskileri.com.tr/en-us/calendar/pages/current,https://www.ttyatirimciiliskileri.com.tr/en-us/calendar/pages/current,200,calendar-page,calendar/results keywords present,0,0,0,,keep-current
63559,U.S. Bancorp,Martin Cofre,https://ir.usbank.com/news-events/webcasts-presentations/default.aspx,https://ir.usbank.com/news-events/webcasts-presentations/default.aspx,200,calendar-page,calendar/results keywords present,0,0,0,,keep-current
63437,UBS,Mark Joseph,https://www.ubs.com/global/en/investor-relations/events/calendar.html,https://www.ubs.com/global/en/investor-relations/events/calendar.html,200,ir-page-no-calendar,IR content but no calendar keywords,0,0,1,0001610520,use-sec
2400,US Foods,Ibrahim Dughman,https://ir.usfoods.com/news-events/events-and-presentations/default.aspx,https://ir.usfoods.com/events-and-presentations/default.aspx,200,calendar-page,calendar/results keywords present,0,0,0,0001665918,use-sec
2397,USA Compression Partners,Cata Rifo,https://investors.usacompression.com/events-and-presentations/default.aspx,https://investors.usacompression.com/events-and-presentations/default.aspx,200,ir-page-no-calendar,IR content but no calendar keywords,0,0,0,,find-calendar-subpage
2666,UWM Holdings Corporation,Vicente Sánchez,https://investors.uwm.com/news-and-events/events-and-presentations/default.aspx,https://investors.uwm.com/events-and-presentations/default.aspx,200,ir-page-no-calendar,IR content but no calendar keywords,0,0,0,0001783398,use-sec
2430,Uber,Maria Luisa Torres,https://investor.uber.com/news-events/default.aspx,https://investor.uber.com/news-events/default.aspx,200,calendar-page,calendar/results keywords present,0,0,0,,keep-current
63454,Ultrapar,Maria Luisa Torres,https://ri.ultra.com.br/servicos-ao-investidor/calendario-de-eventos/,https://ri.ultra.com.br/servicos-ao-investidor/calendario-de-eventos/,200,non-ir-page,no IR/calendar signals,1,0,0,0001094972,use-sec
63472,UniCredit,Preveena Nantha Kumar,https://www.unicreditgroup.eu/en/press-media/press-releases.html,https://www.unicreditgroup.eu/en/press-media/press-releases.html,403,non-ir-page,no IR/calendar signals,0,0,0,,replace-url
63475,UniCredit Czech Republic & Slovakia,Mark Joseph,https://www.unicreditbank.cz/en/ostatni/informace-pro-investory.html,https://www.unicreditbank.cz/en/ostatni/informace-pro-investory.html,403,non-ir-page,no IR/calendar signals,0,0,0,,replace-url
1405,Unifrax,Matias Fauré,https://www.alkegen.com/events/,https://www.alkegen.com/events/,200,non-ir-page,no IR/calendar signals,3,1,2,,use-ical
